data_code,data_item,asgs,sa4_code,sa4_name,year,value,state
ERP_P_13,Persons - 55-59 years (no.),SA4,122,Sydney - Northern Beaches,2016,15896,New South Wales
ERP_P_13,Persons - 55-59 years (no.),SA4,122,Sydney - Northern Beaches,2017,16439,New South Wales
ERP_P_14,Persons - 60-64 years (no.),SA4,122,Sydney - Northern Beaches,2013,13246,New South Wales
ERP_P_14,Persons - 60-64 years (no.),SA4,122,Sydney - Northern Beaches,2014,13320,New South Wales
ERP_P_14,Persons - 60-64 years (no.),SA4,122,Sydney - Northern Beaches,2015,13461,New South Wales
ERP_P_14,Persons - 60-64 years (no.),SA4,122,Sydney - Northern Beaches,2016,13533,New South Wales
ERP_P_14,Persons - 60-64 years (no.),SA4,122,Sydney - Northern Beaches,2017,13795,New South Wales
ERP_P_15,Persons - 65-69 years (no.),SA4,122,Sydney - Northern Beaches,2013,12402,New South Wales
ERP_P_15,Persons - 65-69 years (no.),SA4,122,Sydney - Northern Beaches,2014,12486,New South Wales
ERP_P_15,Persons - 65-69 years (no.),SA4,122,Sydney - Northern Beaches,2015,12573,New South Wales
ERP_P_15,Persons - 65-69 years (no.),SA4,122,Sydney - Northern Beaches,2016,12661,New South Wales
ERP_P_15,Persons - 65-69 years (no.),SA4,122,Sydney - Northern Beaches,2017,12364,New South Wales
ERP_P_16,Persons - 70-74 years (no.),SA4,122,Sydney - Northern Beaches,2013,9132,New South Wales
ERP_P_16,Persons - 70-74 years (no.),SA4,122,Sydney - Northern Beaches,2014,9707,New South Wales
ERP_P_16,Persons - 70-74 years (no.),SA4,122,Sydney - Northern Beaches,2015,10141,New South Wales
ERP_P_16,Persons - 70-74 years (no.),SA4,122,Sydney - Northern Beaches,2016,10546,New South Wales
ERP_P_16,Persons - 70-74 years (no.),SA4,122,Sydney - Northern Beaches,2017,11116,New South Wales
ERP_P_17,Persons - 75-79 years (no.),SA4,122,Sydney - Northern Beaches,2013,6885,New South Wales
ERP_P_17,Persons - 75-79 years (no.),SA4,122,Sydney - Northern Beaches,2014,7116,New South Wales
ERP_P_17,Persons - 75-79 years (no.),SA4,122,Sydney - Northern Beaches,2015,7436,New South Wales
ERP_P_17,Persons - 75-79 years (no.),SA4,122,Sydney - Northern Beaches,2016,7757,New South Wales
ERP_P_17,Persons - 75-79 years (no.),SA4,122,Sydney - Northern Beaches,2017,8069,New South Wales
ERP_P_18,Persons - 80-84 years (no.),SA4,122,Sydney - Northern Beaches,2013,5656,New South Wales
ERP_P_18,Persons - 80-84 years (no.),SA4,122,Sydney - Northern Beaches,2014,5540,New South Wales
ERP_P_18,Persons - 80-84 years (no.),SA4,122,Sydney - Northern Beaches,2015,5459,New South Wales
ERP_P_18,Persons - 80-84 years (no.),SA4,122,Sydney - Northern Beaches,2016,5471,New South Wales
ERP_P_18,Persons - 80-84 years (no.),SA4,122,Sydney - Northern Beaches,2017,5616,New South Wales
ERP_P_19,Persons - 85 and over (no.),SA4,122,Sydney - Northern Beaches,2013,6485,New South Wales
ERP_P_19,Persons - 85 and over (no.),SA4,122,Sydney - Northern Beaches,2014,6639,New South Wales
ERP_P_19,Persons - 85 and over (no.),SA4,122,Sydney - Northern Beaches,2015,6737,New South Wales
ERP_P_19,Persons - 85 and over (no.),SA4,122,Sydney - Northern Beaches,2016,6996,New South Wales
ERP_P_19,Persons - 85 and over (no.),SA4,122,Sydney - Northern Beaches,2017,6953,New South Wales
ERP_P_20,Persons - Total (no.),SA4,122,Sydney - Northern Beaches,2013,257020,New South Wales
ERP_P_20,Persons - Total (no.),SA4,122,Sydney - Northern Beaches,2014,259723,New South Wales
ERP_P_20,Persons - Total (no.),SA4,122,Sydney - Northern Beaches,2015,262593,New South Wales
ERP_P_20,Persons - Total (no.),SA4,122,Sydney - Northern Beaches,2016,265468,New South Wales
ERP_P_20,Persons - Total (no.),SA4,122,Sydney - Northern Beaches,2017,268870,New South Wales
ERP_P_20,Persons - Total (no.),SA4,122,Sydney - Northern Beaches,2018,271278,New South Wales
ERP_18,Working Age Population (aged 15-64 years),SA4,122,Sydney - Northern Beaches,2013,64.5,New South Wales
ERP_18,Working Age Population (aged 15-64 years),SA4,122,Sydney - Northern Beaches,2014,64.2,New South Wales
ERP_18,Working Age Population (aged 15-64 years),SA4,122,Sydney - Northern Beaches,2015,64.1,New South Wales
ERP_18,Working Age Population (aged 15-64 years),SA4,122,Sydney - Northern Beaches,2016,63.9,New South Wales
ERP_18,Working Age Population (aged 15-64 years),SA4,122,Sydney - Northern Beaches,2017,64.1,New South Wales
ERP_19,Median Age - Males (years),SA4,122,Sydney - Northern Beaches,2013,38.5,New South Wales
ERP_19,Median Age - Males (years),SA4,122,Sydney - Northern Beaches,2014,38.7,New South Wales
ERP_19,Median Age - Males (years),SA4,122,Sydney - Northern Beaches,2015,38.8,New South Wales
ERP_19,Median Age - Males (years),SA4,122,Sydney - Northern Beaches,2016,39,New South Wales
ERP_19,Median Age - Males (years),SA4,122,Sydney - Northern Beaches,2017,39,New South Wales
ERP_22,Median Age - Females (years),SA4,122,Sydney - Northern Beaches,2013,40.2,New South Wales
ERP_22,Median Age - Females (years),SA4,122,Sydney - Northern Beaches,2014,40.4,New South Wales
ERP_22,Median Age - Females (years),SA4,122,Sydney - Northern Beaches,2015,40.6,New South Wales
ERP_22,Median Age - Females (years),SA4,122,Sydney - Northern Beaches,2016,40.7,New South Wales
ERP_22,Median Age - Females (years),SA4,122,Sydney - Northern Beaches,2017,40.8,New South Wales
ERP_23,Median Age - Persons (years),SA4,122,Sydney - Northern Beaches,2013,39.4,New South Wales
ERP_23,Median Age - Persons (years),SA4,122,Sydney - Northern Beaches,2014,39.6,New South Wales
ERP_23,Median Age - Persons (years),SA4,122,Sydney - Northern Beaches,2015,39.7,New South Wales
ERP_23,Median Age - Persons (years),SA4,122,Sydney - Northern Beaches,2016,39.9,New South Wales
ERP_23,Median Age - Persons (years),SA4,122,Sydney - Northern Beaches,2017,39.9,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2012,999.6,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2013,1011.1,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2014,1021.7,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2015,1033,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2016,1044.3,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2017,1057.7,New South Wales
ERP_21,Population density (ERP at 30 June) (persons/km2),SA4,122,Sydney - Northern Beaches,2018,1067.2,New South Wales
ERP_6,Persons - 0-14 years (%),SA4,123,Sydney - Outer South West,2013,22.3,New South Wales
ERP_6,Persons - 0-14 years (%),SA4,123,Sydney - Outer South West,2014,22.4,New South Wales
ERP_6,Persons - 0-14 years (%),SA4,123,Sydney - Outer South West,2015,22.4,New South Wales
ERP_6,Persons - 0-14 years (%),SA4,123,Sydney - Outer South West,2016,22.4,New South Wales
ERP_6,Persons - 0-14 years (%),SA4,123,Sydney - Outer South West,2017,22.3,New South Wales
ERP_7,Persons - 15-24 years (%),SA4,123,Sydney - Outer South West,2013,14.8,New South Wales
ERP_7,Persons - 15-24 years (%),SA4,123,Sydney - Outer South West,2014,14.5,New South Wales
ERP_7,Persons - 15-24 years (%),SA4,123,Sydney - Outer South West,2015,14.3,New South Wales
ERP_7,Persons - 15-24 years (%),SA4,123,Sydney - Outer South West,2016,14,New South Wales
ERP_7,Persons - 15-24 years (%),SA4,123,Sydney - Outer South West,2017,14,New South Wales
ERP_8,Persons - 25-34 years (%),SA4,123,Sydney - Outer South West,2013,14.2,New South Wales
ERP_8,Persons - 25-34 years (%),SA4,123,Sydney - Outer South West,2014,14.3,New South Wales
ERP_8,Persons - 25-34 years (%),SA4,123,Sydney - Outer South West,2015,14.5,New South Wales
ERP_8,Persons - 25-34 years (%),SA4,123,Sydney - Outer South West,2016,14.6,New South Wales
ERP_8,Persons - 25-34 years (%),SA4,123,Sydney - Outer South West,2017,14.7,New South Wales
ERP_9,Persons - 35-44 years (%),SA4,123,Sydney - Outer South West,2013,13.9,New South Wales
ERP_9,Persons - 35-44 years (%),SA4,123,Sydney - Outer South West,2014,13.9,New South Wales
ERP_9,Persons - 35-44 years (%),SA4,123,Sydney - Outer South West,2015,13.8,New South Wales
ERP_9,Persons - 35-44 years (%),SA4,123,Sydney - Outer South West,2016,13.8,New South Wales
ERP_9,Persons - 35-44 years (%),SA4,123,Sydney - Outer South West,2017,13.8,New South Wales
ERP_10,Persons - 45-54 years (%),SA4,123,Sydney - Outer South West,2013,13.4,New South Wales
ERP_10,Persons - 45-54 years (%),SA4,123,Sydney - Outer South West,2014,13,New South Wales
ERP_10,Persons - 45-54 years (%),SA4,123,Sydney - Outer South West,2015,12.8,New South Wales
ERP_10,Persons - 45-54 years (%),SA4,123,Sydney - Outer South West,2016,12.6,New South Wales
ERP_10,Persons - 45-54 years (%),SA4,123,Sydney - Outer South West,2017,12.5,New South Wales
ERP_11,Persons - 55-64 years (%),SA4,123,Sydney - Outer South West,2013,11.2,New South Wales
ERP_11,Persons - 55-64 years (%),SA4,123,Sydney - Outer South West,2014,11.2,New South Wales
ERP_11,Persons - 55-64 years (%),SA4,123,Sydney - Outer South West,2015,11.1,New South Wales
ERP_11,Persons - 55-64 years (%),SA4,123,Sydney - Outer South West,2016,11.1,New South Wales
ERP_11,Persons - 55-64 years (%),SA4,123,Sydney - Outer South West,2017,11,New South Wales
ERP_12,Persons - 65-74 years (%),SA4,123,Sydney - Outer South West,2013,6.5,New South Wales
ERP_12,Persons - 65-74 years (%),SA4,123,Sydney - Outer South West,2014,6.7,New South Wales
ERP_12,Persons - 65-74 years (%),SA4,123,Sydney - Outer South West,2015,7,New South Wales
ERP_12,Persons - 65-74 years (%),SA4,123,Sydney - Outer South West,2016,7.3,New South Wales
ERP_12,Persons - 65-74 years (%),SA4,123,Sydney - Outer South West,2017,7.5,New South Wales
ERP_13,Persons - 75-84 years (%),SA4,123,Sydney - Outer South West,2013,2.8,New South Wales
ERP_13,Persons - 75-84 years (%),SA4,123,Sydney - Outer South West,2014,2.9,New South Wales
ERP_13,Persons - 75-84 years (%),SA4,123,Sydney - Outer South West,2015,3,New South Wales
ERP_13,Persons - 75-84 years (%),SA4,123,Sydney - Outer South West,2016,3.1,New South Wales
ERP_13,Persons - 75-84 years (%),SA4,123,Sydney - Outer South West,2017,3.2,New South Wales
ERP_14,Persons - 85 years and over (%),SA4,123,Sydney - Outer South West,2013,1.1,New South Wales
ERP_14,Persons - 85 years and over (%),SA4,123,Sydney - Outer South West,2014,1.1,New South Wales
ERP_14,Persons - 85 years and over (%),SA4,123,Sydney - Outer South West,2015,1.1,New South Wales
ERP_14,Persons - 85 years and over (%),SA4,123,Sydney - Outer South West,2016,1.1,New South Wales
ERP_14,Persons - 85 years and over (%),SA4,123,Sydney - Outer South West,2017,1.1,New South Wales
ERP_M_2,Males - 0-4 years (no.),SA4,123,Sydney - Outer South West,2013,9764,New South Wales
ERP_M_2,Males - 0-4 years (no.),SA4,123,Sydney - Outer South West,2014,9991,New South Wales
ERP_M_2,Males - 0-4 years (no.),SA4,123,Sydney - Outer South West,2015,10276,New South Wales
ERP_M_2,Males - 0-4 years (no.),SA4,123,Sydney - Outer South West,2016,10647,New South Wales
ERP_M_2,Males - 0-4 years (no.),SA4,123,Sydney - Outer South West,2017,10659,New South Wales
ERP_M_3,Males - 5-9 years (no.),SA4,123,Sydney - Outer South West,2013,9716,New South Wales
ERP_M_3,Males - 5-9 years (no.),SA4,123,Sydney - Outer South West,2014,10006,New South Wales
ERP_M_3,Males - 5-9 years (no.),SA4,123,Sydney - Outer South West,2015,10417,New South Wales
ERP_M_3,Males - 5-9 years (no.),SA4,123,Sydney - Outer South West,2016,10651,New South Wales
ERP_M_3,Males - 5-9 years (no.),SA4,123,Sydney - Outer South West,2017,10844,New South Wales
ERP_M_4,Males - 10-14 years (no.),SA4,123,Sydney - Outer South West,2013,9256,New South Wales
ERP_M_4,Males - 10-14 years (no.),SA4,123,Sydney - Outer South West,2014,9458,New South Wales
ERP_M_4,Males - 10-14 years (no.),SA4,123,Sydney - Outer South West,2015,9509,New South Wales
ERP_M_4,Males - 10-14 years (no.),SA4,123,Sydney - Outer South West,2016,9794,New South Wales
ERP_M_4,Males - 10-14 years (no.),SA4,123,Sydney - Outer South West,2017,10176,New South Wales
ERP_M_5,Males - 15-19 years (no.),SA4,123,Sydney - Outer South West,2013,9583,New South Wales
ERP_M_5,Males - 15-19 years (no.),SA4,123,Sydney - Outer South West,2014,9523,New South Wales
ERP_M_5,Males - 15-19 years (no.),SA4,123,Sydney - Outer South West,2015,9541,New South Wales
ERP_M_5,Males - 15-19 years (no.),SA4,123,Sydney - Outer South West,2016,9621,New South Wales
ERP_M_5,Males - 15-19 years (no.),SA4,123,Sydney - Outer South West,2017,9731,New South Wales
ERP_M_6,Males - 20-24 years (no.),SA4,123,Sydney - Outer South West,2013,9371,New South Wales
ERP_M_6,Males - 20-24 years (no.),SA4,123,Sydney - Outer South West,2014,9533,New South Wales
ERP_M_6,Males - 20-24 years (no.),SA4,123,Sydney - Outer South West,2015,9674,New South Wales
ERP_M_6,Males - 20-24 years (no.),SA4,123,Sydney - Outer South West,2016,9689,New South Wales
ERP_M_6,Males - 20-24 years (no.),SA4,123,Sydney - Outer South West,2017,9948,New South Wales
ERP_M_7,Males - 25-29 years (no.),SA4,123,Sydney - Outer South West,2013,8789,New South Wales
ERP_M_7,Males - 25-29 years (no.),SA4,123,Sydney - Outer South West,2014,8953,New South Wales
ERP_M_7,Males - 25-29 years (no.),SA4,123,Sydney - Outer South West,2015,9186,New South Wales
ERP_M_7,Males - 25-29 years (no.),SA4,123,Sydney - Outer South West,2016,9403,New South Wales
ERP_M_7,Males - 25-29 years (no.),SA4,123,Sydney - Outer South West,2017,9673,New South Wales
ERP_M_8,Males - 30-34 years (no.),SA4,123,Sydney - Outer South West,2013,8694,New South Wales
ERP_M_8,Males - 30-34 years (no.),SA4,123,Sydney - Outer South West,2014,9023,New South Wales
ERP_M_8,Males - 30-34 years (no.),SA4,123,Sydney - Outer South West,2015,9345,New South Wales
ERP_M_8,Males - 30-34 years (no.),SA4,123,Sydney - Outer South West,2016,9674,New South Wales
ERP_M_8,Males - 30-34 years (no.),SA4,123,Sydney - Outer South West,2017,9900,New South Wales
ERP_M_9,Males - 35-39 years (no.),SA4,123,Sydney - Outer South West,2013,8413,New South Wales
ERP_M_9,Males - 35-39 years (no.),SA4,123,Sydney - Outer South West,2014,8496,New South Wales
ERP_M_9,Males - 35-39 years (no.),SA4,123,Sydney - Outer South West,2015,8703,New South Wales
ERP_M_9,Males - 35-39 years (no.),SA4,123,Sydney - Outer South West,2016,9048,New South Wales
ERP_M_9,Males - 35-39 years (no.),SA4,123,Sydney - Outer South West,2017,9464,New South Wales
ERP_M_10,Males - 40-44 years (no.),SA4,123,Sydney - Outer South West,2013,8577,New South Wales
ERP_M_10,Males - 40-44 years (no.),SA4,123,Sydney - Outer South West,2014,8909,New South Wales
ERP_M_10,Males - 40-44 years (no.),SA4,123,Sydney - Outer South West,2015,9090,New South Wales
ERP_M_10,Males - 40-44 years (no.),SA4,123,Sydney - Outer South West,2016,9257,New South Wales
ERP_M_10,Males - 40-44 years (no.),SA4,123,Sydney - Outer South West,2017,9295,New South Wales
ERP_M_11,Males - 45-49 years (no.),SA4,123,Sydney - Outer South West,2013,8110,New South Wales
ERP_M_11,Males - 45-49 years (no.),SA4,123,Sydney - Outer South West,2014,8011,New South Wales
ERP_M_11,Males - 45-49 years (no.),SA4,123,Sydney - Outer South West,2015,8104,New South Wales
ERP_M_11,Males - 45-49 years (no.),SA4,123,Sydney - Outer South West,2016,8368,New South Wales
ERP_M_11,Males - 45-49 years (no.),SA4,123,Sydney - Outer South West,2017,8688,New South Wales
ERP_M_12,Males - 50-54 years (no.),SA4,123,Sydney - Outer South West,2013,8242,New South Wales
ERP_M_12,Males - 50-54 years (no.),SA4,123,Sydney - Outer South West,2014,8291,New South Wales
ERP_M_12,Males - 50-54 years (no.),SA4,123,Sydney - Outer South West,2015,8216,New South Wales
ERP_M_12,Males - 50-54 years (no.),SA4,123,Sydney - Outer South West,2016,8121,New South Wales
ERP_M_12,Males - 50-54 years (no.),SA4,123,Sydney - Outer South West,2017,8074,New South Wales
ERP_M_13,Males - 55-59 years (no.),SA4,123,Sydney - Outer South West,2013,7367,New South Wales
ERP_M_13,Males - 55-59 years (no.),SA4,123,Sydney - Outer South West,2014,7467,New South Wales
ERP_M_13,Males - 55-59 years (no.),SA4,123,Sydney - Outer South West,2015,7604,New South Wales
ERP_M_13,Males - 55-59 years (no.),SA4,123,Sydney - Outer South West,2016,7795,New South Wales
ERP_M_13,Males - 55-59 years (no.),SA4,123,Sydney - Outer South West,2017,7948,New South Wales
ERP_M_14,Males - 60-64 years (no.),SA4,123,Sydney - Outer South West,2013,6452,New South Wales
ERP_M_14,Males - 60-64 years (no.),SA4,123,Sydney - Outer South West,2014,6554,New South Wales
ERP_M_14,Males - 60-64 years (no.),SA4,123,Sydney - Outer South West,2015,6661,New South Wales
ERP_M_14,Males - 60-64 years (no.),SA4,123,Sydney - Outer South West,2016,6760,New South Wales
ERP_M_14,Males - 60-64 years (no.),SA4,123,Sydney - Outer South West,2017,6815,New South Wales
ERP_M_15,Males - 65-69 years (no.),SA4,123,Sydney - Outer South West,2013,5127,New South Wales
ERP_M_15,Males - 65-69 years (no.),SA4,123,Sydney - Outer South West,2014,5398,New South Wales
ERP_M_15,Males - 65-69 years (no.),SA4,123,Sydney - Outer South West,2015,5693,New South Wales
ERP_M_15,Males - 65-69 years (no.),SA4,123,Sydney - Outer South West,2016,5875,New South Wales
ERP_M_15,Males - 65-69 years (no.),SA4,123,Sydney - Outer South West,2017,5930,New South Wales
ERP_M_16,Males - 70-74 years (no.),SA4,123,Sydney - Outer South West,2013,3041,New South Wales
ERP_M_16,Males - 70-74 years (no.),SA4,123,Sydney - Outer South West,2014,3274,New South Wales
ERP_M_16,Males - 70-74 years (no.),SA4,123,Sydney - Outer South West,2015,3533,New South Wales
ERP_M_16,Males - 70-74 years (no.),SA4,123,Sydney - Outer South West,2016,3843,New South Wales
ERP_M_16,Males - 70-74 years (no.),SA4,123,Sydney - Outer South West,2017,4248,New South Wales
ERP_M_17,Males - 75-79 years (no.),SA4,123,Sydney - Outer South West,2013,1965,New South Wales
ERP_M_17,Males - 75-79 years (no.),SA4,123,Sydney - Outer South West,2014,2110,New South Wales
ERP_M_17,Males - 75-79 years (no.),SA4,123,Sydney - Outer South West,2015,2240,New South Wales
ERP_M_17,Males - 75-79 years (no.),SA4,123,Sydney - Outer South West,2016,2399,New South Wales
ERP_M_17,Males - 75-79 years (no.),SA4,123,Sydney - Outer South West,2017,2531,New South Wales
ERP_M_18,Males - 80-84 years (no.),SA4,123,Sydney - Outer South West,2013,1178,New South Wales
ERP_M_18,Males - 80-84 years (no.),SA4,123,Sydney - Outer South West,2014,1212,New South Wales
ERP_M_18,Males - 80-84 years (no.),SA4,123,Sydney - Outer South West,2015,1279,New South Wales
ERP_M_18,Males - 80-84 years (no.),SA4,123,Sydney - Outer South West,2016,1376,New South Wales
ERP_M_18,Males - 80-84 years (no.),SA4,123,Sydney - Outer South West,2017,1504,New South Wales
ERP_M_19,Males - 85 and over (no.),SA4,123,Sydney - Outer South West,2013,912,New South Wales
ERP_M_19,Males - 85 and over (no.),SA4,123,Sydney - Outer South West,2014,967,New South Wales
ERP_M_19,Males - 85 and over (no.),SA4,123,Sydney - Outer South West,2015,1028,New South Wales
ERP_M_19,Males - 85 and over (no.),SA4,123,Sydney - Outer South West,2016,1048,New South Wales
ERP_M_19,Males - 85 and over (no.),SA4,123,Sydney - Outer South West,2017,1082,New South Wales
ERP_M_20,Males - Total (no.),SA4,123,Sydney - Outer South West,2013,124557,New South Wales
ERP_M_20,Males - Total (no.),SA4,123,Sydney - Outer South West,2014,127176,New South Wales
ERP_M_20,Males - Total (no.),SA4,123,Sydney - Outer South West,2015,130099,New South Wales
ERP_M_20,Males - Total (no.),SA4,123,Sydney - Outer South West,2016,133369,New South Wales
ERP_M_20,Males - Total (no.),SA4,123,Sydney - Outer South West,2017,136510,New South Wales
ERP_F_2,Females - 0-4 years (no.),SA4,123,Sydney - Outer South West,2013,9450,New South Wales
ERP_F_2,Females - 0-4 years (no.),SA4,123,Sydney - Outer South West,2014,9715,New South Wales
ERP_F_2,Females - 0-4 years (no.),SA4,123,Sydney - Outer South West,2015,9886,New South Wales
ERP_F_2,Females - 0-4 years (no.),SA4,123,Sydney - Outer South West,2016,9975,New South Wales
ERP_F_2,Females - 0-4 years (no.),SA4,123,Sydney - Outer South West,2017,10014,New South Wales
ERP_F_3,Females - 5-9 years (no.),SA4,123,Sydney - Outer South West,2013,9040,New South Wales
ERP_F_3,Females - 5-9 years (no.),SA4,123,Sydney - Outer South West,2014,9322,New South Wales
ERP_F_3,Females - 5-9 years (no.),SA4,123,Sydney - Outer South West,2015,9744,New South Wales
ERP_F_3,Females - 5-9 years (no.),SA4,123,Sydney - Outer South West,2016,10101,New South Wales
ERP_F_3,Females - 5-9 years (no.),SA4,123,Sydney - Outer South West,2017,10361,New South Wales
ERP_F_4,Females - 10-14 years (no.),SA4,123,Sydney - Outer South West,2013,8910,New South Wales
ERP_F_4,Females - 10-14 years (no.),SA4,123,Sydney - Outer South West,2014,8971,New South Wales
ERP_F_4,Females - 10-14 years (no.),SA4,123,Sydney - Outer South West,2015,9010,New South Wales
ERP_F_4,Females - 10-14 years (no.),SA4,123,Sydney - Outer South West,2016,9205,New South Wales
ERP_F_4,Females - 10-14 years (no.),SA4,123,Sydney - Outer South West,2017,9478,New South Wales
ERP_F_5,Females - 15-19 years (no.),SA4,123,Sydney - Outer South West,2013,9151,New South Wales
ERP_F_5,Females - 15-19 years (no.),SA4,123,Sydney - Outer South West,2014,9073,New South Wales
ERP_F_5,Females - 15-19 years (no.),SA4,123,Sydney - Outer South West,2015,9089,New South Wales
ERP_F_5,Females - 15-19 years (no.),SA4,123,Sydney - Outer South West,2016,9077,New South Wales
ERP_F_5,Females - 15-19 years (no.),SA4,123,Sydney - Outer South West,2017,9153,New South Wales
ERP_F_6,Females - 20-24 years (no.),SA4,123,Sydney - Outer South West,2013,9032,New South Wales
ERP_F_6,Females - 20-24 years (no.),SA4,123,Sydney - Outer South West,2014,9178,New South Wales
ERP_F_6,Females - 20-24 years (no.),SA4,123,Sydney - Outer South West,2015,9297,New South Wales
ERP_F_6,Females - 20-24 years (no.),SA4,123,Sydney - Outer South West,2016,9464,New South Wales
ERP_F_6,Females - 20-24 years (no.),SA4,123,Sydney - Outer South West,2017,9665,New South Wales
ERP_F_7,Females - 25-29 years (no.),SA4,123,Sydney - Outer South West,2013,9102,New South Wales
ERP_F_7,Females - 25-29 years (no.),SA4,123,Sydney - Outer South West,2014,9340,New South Wales
ERP_F_7,Females - 25-29 years (no.),SA4,123,Sydney - Outer South West,2015,9579,New South Wales
ERP_F_7,Females - 25-29 years (no.),SA4,123,Sydney - Outer South West,2016,9780,New South Wales
ERP_F_7,Females - 25-29 years (no.),SA4,123,Sydney - Outer South West,2017,10006,New South Wales
ERP_F_8,Females - 30-34 years (no.),SA4,123,Sydney - Outer South West,2013,9064,New South Wales
ERP_F_8,Females - 30-34 years (no.),SA4,123,Sydney - Outer South West,2014,9453,New South Wales
ERP_F_8,Females - 30-34 years (no.),SA4,123,Sydney - Outer South West,2015,9925,New South Wales
ERP_F_8,Females - 30-34 years (no.),SA4,123,Sydney - Outer South West,2016,10436,New South Wales
ERP_F_8,Females - 30-34 years (no.),SA4,123,Sydney - Outer South West,2017,10885,New South Wales
ERP_F_9,Females - 35-39 years (no.),SA4,123,Sydney - Outer South West,2013,8886,New South Wales
ERP_F_9,Females - 35-39 years (no.),SA4,123,Sydney - Outer South West,2014,8955,New South Wales
ERP_F_9,Females - 35-39 years (no.),SA4,123,Sydney - Outer South West,2015,9108,New South Wales
ERP_F_9,Females - 35-39 years (no.),SA4,123,Sydney - Outer South West,2016,9412,New South Wales
ERP_F_9,Females - 35-39 years (no.),SA4,123,Sydney - Outer South West,2017,9878,New South Wales
ERP_F_10,Females - 40-44 years (no.),SA4,123,Sydney - Outer South West,2013,9084,New South Wales
ERP_F_10,Females - 40-44 years (no.),SA4,123,Sydney - Outer South West,2014,9256,New South Wales
ERP_F_10,Females - 40-44 years (no.),SA4,123,Sydney - Outer South West,2015,9448,New South Wales
ERP_F_10,Females - 40-44 years (no.),SA4,123,Sydney - Outer South West,2016,9460,New South Wales
ERP_F_10,Females - 40-44 years (no.),SA4,123,Sydney - Outer South West,2017,9381,New South Wales
ERP_F_11,Females - 45-49 years (no.),SA4,123,Sydney - Outer South West,2013,8490,New South Wales
ERP_F_11,Females - 45-49 years (no.),SA4,123,Sydney - Outer South West,2014,8431,New South Wales
ERP_F_11,Females - 45-49 years (no.),SA4,123,Sydney - Outer South West,2015,8460,New South Wales
ERP_F_11,Females - 45-49 years (no.),SA4,123,Sydney - Outer South West,2016,8770,New South Wales
ERP_F_11,Females - 45-49 years (no.),SA4,123,Sydney - Outer South West,2017,9020,New South Wales
ERP_F_12,Females - 50-54 years (no.),SA4,123,Sydney - Outer South West,2013,8757,New South Wales
ERP_F_12,Females - 50-54 years (no.),SA4,123,Sydney - Outer South West,2014,8787,New South Wales
ERP_F_12,Females - 50-54 years (no.),SA4,123,Sydney - Outer South West,2015,8795,New South Wales
ERP_F_12,Females - 50-54 years (no.),SA4,123,Sydney - Outer South West,2016,8716,New South Wales
ERP_F_12,Females - 50-54 years (no.),SA4,123,Sydney - Outer South West,2017,8678,New South Wales
ERP_F_13,Females - 55-59 years (no.),SA4,123,Sydney - Outer South West,2013,7679,New South Wales
ERP_F_13,Females - 55-59 years (no.),SA4,123,Sydney - Outer South West,2014,7854,New South Wales
ERP_F_13,Females - 55-59 years (no.),SA4,123,Sydney - Outer South West,2015,8016,New South Wales
ERP_F_13,Females - 55-59 years (no.),SA4,123,Sydney - Outer South West,2016,8206,New South Wales
ERP_F_13,Females - 55-59 years (no.),SA4,123,Sydney - Outer South West,2017,8408,New South Wales
ERP_F_14,Females - 60-64 years (no.),SA4,123,Sydney - Outer South West,2013,6613,New South Wales
ERP_F_14,Females - 60-64 years (no.),SA4,123,Sydney - Outer South West,2014,6787,New South Wales
ERP_F_14,Females - 60-64 years (no.),SA4,123,Sydney - Outer South West,2015,6938,New South Wales
ERP_F_14,Females - 60-64 years (no.),SA4,123,Sydney - Outer South West,2016,7127,New South Wales
ERP_F_14,Females - 60-64 years (no.),SA4,123,Sydney - Outer South West,2017,7277,New South Wales
ERP_F_15,Females - 65-69 years (no.),SA4,123,Sydney - Outer South West,2013,5025,New South Wales
ERP_F_15,Females - 65-69 years (no.),SA4,123,Sydney - Outer South West,2014,5327,New South Wales
ERP_F_15,Females - 65-69 years (no.),SA4,123,Sydney - Outer South West,2015,5647,New South Wales
ERP_F_15,Females - 65-69 years (no.),SA4,123,Sydney - Outer South West,2016,5950,New South Wales
ERP_F_15,Females - 65-69 years (no.),SA4,123,Sydney - Outer South West,2017,6162,New South Wales
ERP_F_16,Females - 70-74 years (no.),SA4,123,Sydney - Outer South West,2013,3059,New South Wales
ERP_F_16,Females - 70-74 years (no.),SA4,123,Sydney - Outer South West,2014,3333,New South Wales
ERP_F_16,Females - 70-74 years (no.),SA4,123,Sydney - Outer South West,2015,3575,New South Wales
